-240.5937196, -8.5592938
-240.6143189, -8.5810212
-240.6060792, -8.6394071
-240.5882264, -8.6787786
-240.6005860, -8.6923541
-240.6239320, -8.7195034
-240.6088258, -8.7466508
-240.5868531, -8.7290052
-240.5621339, -8.7439362
-240.5319215, -8.7466508
-240.5552674, -8.7222182
-240.5429078, -8.6923541
-240.5690003, -8.6733483
-240.5456544, -8.6421225
-240.5209351, -8.6461956
-240.4989625, -8.6122520
-240.5319215, -8.6217565
-240.5291749, -8.6108942
-240.5161286, -8.5973159
-240.5003357, -8.5823791
-240.4969025, -8.5721946
-240.4797364, -8.5789843
-240.4790497, -8.5912054
-240.4804230, -8.6013894
-240.4749299, -8.6197199
-240.4687500, -8.6115731
-240.4557038, -8.6020683
-240.4316712, -8.5986737
-240.4048920, -8.5674418
-240.4028321, -8.5538619
-240.3911591, -8.5429976
-240.3760529, -8.5558989
-240.3657532, -8.5613309
-240.3410340, -8.5701577
-240.3156281, -8.5762684
-240.3039551, -8.5959580
-240.2902222, -8.6054629
-240.2984620, -8.6258298
-240.3211213, -8.6353340
-240.3018952, -8.6523052
-240.2970887, -8.6611299
-240.3080750, -8.6699544
-240.3279877, -8.6753847
-240.3410340, -8.6556993
-240.3369141, -8.6326186
-240.3318787, -8.6160991
-240.3593445, -8.6079523
-240.3806305, -8.6099890
-240.3950501, -8.6262824
-240.4087830, -8.6317134
-240.4266358, -8.6459694
-240.4534150, -8.6629400
-240.4609681, -8.6724433
-240.4534150, -8.6765160
-240.4389954, -8.6860189
-240.4451752, -8.6738009
-240.4389954, -8.6663341
-240.4280091, -8.6602248
-240.4149628, -8.6609036
-240.4026032, -8.6649765
-240.3964234, -8.6547942
-240.3964234, -8.6439328
-240.3909302, -8.6357866
-240.3826905, -8.6317134
-240.3689576, -8.6425751
-240.3586579, -8.6595460
-240.3565980, -8.6744797
-240.3765107, -8.6887340
-240.3565980, -8.6928066
-240.3513336, -8.6957479
-240.3456116, -8.6982366
-240.3607178, -8.7050240
-240.3785706, -8.7057028
-240.3813172, -8.7185985
-240.3829193, -8.7452935
-240.3911591, -8.7588666
-240.3863525, -8.7724391
-240.3806305, -8.7982255
-240.3600311, -8.8036539
-240.3243256, -8.8090824
-240.3030396, -8.8090824
-240.2851868, -8.7894040
-240.2721405, -8.7737963
-240.2687073, -8.7615811
-240.2748871, -8.7452935
-240.2845001, -8.7371495
-240.3067017, -8.7296840
-240.2998352, -8.7120376
-240.2915955, -8.7032141
-240.2861023, -8.6923541
-240.2840424, -8.6814938
-240.2751160, -8.6930329
-240.2634430, -8.6950691
-240.2490234, -8.6848877
-240.2462769, -8.6713120
-240.2284241, -8.6652028
-240.2091980, -8.6556994
-240.1940918, -8.6611299
-240.2037048, -8.6828514
-240.2064514, -8.7127163
-240.1968384, -8.7235757
-240.1934052, -8.7432576
-240.1975250, -8.7615811
-240.1831055, -8.7855587
-240.1528930, -8.8054634
-240.1171875, -8.8108918
-240.1116943, -8.8407464
-240.0897216, -8.8611005
-240.0787353, -8.8516021
-240.0677490, -8.8326045
-240.0292968, -8.8298905
-239.9798584, -8.8176771
-239.9125671, -8.8041063
-239.8741149, -8.7891778
-239.8452759, -8.7889516
-239.8226166, -8.7964159
-239.8068237, -8.8147368
-239.7802734, -8.8371278
-239.7507476, -8.8459482
-239.7219085, -8.8479836
-239.7068023, -8.8486621
-239.6910095, -8.8520544
-239.6772766, -8.8520544
-239.6649170, -8.8405203
-239.6470642, -8.8276288
-239.6319580, -8.8228792
-239.6044922, -8.8253670
-239.5619202, -8.8145106
-239.5220947, -8.8212959
-239.4822693, -8.8145106
-239.4451904, -8.8199388
-239.3930054, -8.8158677
-239.3820190, -8.8375801
-239.3572998, -8.8606482
-239.3380737, -8.8660757
-239.3037414, -8.8742169
-239.2721557, -8.8877852
-239.2378235, -8.8904988
-239.2185974, -8.8715032
-239.2117309, -8.8457219
-239.1911316, -8.8475313
-239.1650390, -8.8312475
-239.1485596, -8.8488882
-239.1073608, -8.9004485
-239.0744018, -8.9370791
-239.0222168, -8.9425055
-238.9453125, -8.9506450
-238.8958740, -8.9221559
-238.8436890, -8.8990918
-238.8171386, -8.8864284
-238.7649535, -8.8959260
-238.7210082, -8.8918556
-238.6907958, -8.9149203
-238.6413574, -8.8986395
-238.6262512, -8.8660758
-238.6317443, -8.8335092
-238.6212157, -8.7973206
-238.6006164, -8.7851062
-238.5282897, -8.8054634
-238.4774779, -8.8095346
-238.4417724, -8.8027491
-238.3923339, -8.8081776
-238.3744811, -8.8326045
-238.3580016, -8.8461743
-238.3607482, -8.8719555
-238.3607482, -8.9018052
-238.3428954, -8.8990917
-238.3305358, -8.8855239
-238.3346557, -8.8611005
-238.3195495, -8.8475312
-238.2701110, -8.8719555
-238.1918334, -8.8651711
-238.1272887, -8.8380324
-238.0805968, -8.8353185
-238.0435180, -8.8163200
-237.9748534, -8.7918921
-237.9377746, -8.7728914
-237.9103088, -8.7430313
-237.8814696, -8.7321724
-237.8494262, -8.7294577
-237.8150939, -8.7403166
-237.7876281, -8.7579616
-237.7532958, -8.7484606
-237.7134704, -8.7552471
-237.6791381, -8.7376019
-237.6283263, -8.7484606
-237.5802611, -8.7389592
-237.4937438, -8.7145262
-237.4552917, -8.6860189
-237.4415587, -8.6697281
-237.3948668, -8.6543417
-237.3564147, -8.6407649
-237.3165893, -8.6244721
-237.2740172, -8.6285453
-237.2547912, -8.6108942
-237.2177123, -8.6054629
-237.1888732, -8.5959580
-237.1641540, -8.5837370
-237.1563720, -8.5701577
-237.1673584, -8.5212681
-237.2016906, -8.4941045
-237.2181701, -8.4682973
-237.2195434, -8.4343378
-237.1948242, -8.4275456
-237.1618652, -8.4424884
-237.1275329, -8.4574306
-237.1151733, -8.4289041
-237.1174621, -8.3944883
-237.1151733, -8.3691274
-237.0822144, -8.3392355
-237.0382690, -8.3433118
-237.0190430, -8.3528230
-236.9956970, -8.3433118
-236.9984436, -8.3908654
-236.9956970, -8.4153193
-236.9943237, -8.4424884
-237.0300293, -8.4465636
-237.0533752, -8.4764472
-237.0561218, -8.4995374
-237.0959473, -8.5158356
-237.1110535, -8.5375654
-237.1275330, -8.5783054
-237.1179199, -8.6054630
-237.0932007, -8.6122520
-237.0657349, -8.5864528
-237.0410156, -8.5592939
-237.0259094, -8.5076866
-236.9696045, -8.4818803
-236.9311523, -8.4968210
-236.9023132, -8.4791637
-236.8707275, -8.4696557
-236.8432617, -8.4533556
-236.8405151, -8.4289041
-236.8515015, -8.3962997
-236.8093872, -8.3958469
-236.7636108, -8.3976583
-236.7169189, -8.3990169
-236.6935730, -8.3691274
-236.6921997, -8.3460293
-236.6880798, -8.3174946
-236.6427612, -8.3120592
-236.5988159, -8.3011881
-236.5589905, -8.3161358
-236.5342712, -8.3392355
-236.5480042, -8.3636927
-236.5768433, -8.3664100
-236.6098022, -8.3799965
-236.6510010, -8.3990169
-236.6743469, -8.4098852
-236.6880798, -8.4424884
-236.7292786, -8.4764472
-236.7485046, -8.5022538
