-237.1996566, -10.7687529
-237.1948550, -10.8092006
-237.1777063, -10.8341407
-237.1660452, -10.8611005
-237.1742766, -10.8792971
-237.1804501, -10.9042313
-237.1702209, -10.9275097
-237.1523863, -10.9423333
-237.1434690, -10.9302050
-237.1331798, -10.9180761
-237.1105435, -10.9120115
-237.0933949, -10.9147069
-237.0741884, -10.9254883
-237.0625273, -10.9416595
-237.0460645, -10.9382906
-237.0344034, -10.9221191
-237.0206845, -10.9221191
-237.0076515, -10.9281835
-236.9959904, -10.9126854
-237.0124531, -10.9120115
-237.0302877, -10.9079684
-237.0446926, -10.8992081
-237.0481224, -10.8890997
-237.0330315, -10.8722516
-237.0151969, -10.8641642
-236.9898169, -10.8601204
-236.9815855, -10.8628163
-236.9562055, -10.8574246
-236.9315114, -10.8560766
-236.9171065, -10.8614684
-236.9081892, -10.8520327
-236.8930983, -10.8291163
-236.8711480, -10.8190055
-236.8505696, -10.8136130
-236.8256469, -10.8223758
-236.8112420, -10.8331605
-236.7961512, -10.8243980
-236.7776306, -10.8257461
-236.7755728, -10.8115908
-236.7618538, -10.7866488
-236.7584241, -10.7657499
-236.7659695, -10.7475465
-236.7577381, -10.7435012
-236.7405895, -10.7333875
-236.7124321, -10.7288762
-236.6973413, -10.7147163
-236.6863661, -10.7012301
-236.6726472, -10.6863946
-236.6548126, -10.6836972
-236.6253168, -10.6884177
-236.5971930, -10.6850459
-236.5903335, -10.6675120
-236.5786724, -10.6567214
-236.5738708, -10.6364880
-236.5738708, -10.6169278
-236.5848460, -10.6068100
-236.6040525, -10.6088336
-236.6115979, -10.5960173
-236.6232590, -10.6034373
-236.6465812, -10.5980409
-236.6561844, -10.5879225
-236.6349201, -10.5825258
-236.6246309, -10.5724068
-236.6067963, -10.5541918
-236.5969643, -10.5379998
-236.5818735, -10.5258552
-236.5654108, -10.5164091
-236.5560362, -10.4972911
-236.5628956, -10.4871693
-236.5724989, -10.4905433
-236.5827881, -10.4912181
-236.5903335, -10.4898685
-236.5999368, -10.4790717
-236.5869038, -10.4682745
-236.5951351, -10.4507282
-236.6157136, -10.4345308
-236.5090931, -10.3493977
-236.4240357, -10.3439969
-236.3225155, -10.3520981
-236.2017889, -10.3574987
-236.0920374, -10.3304945
-236.0097237, -10.2602726
-235.9301539, -10.2413640
-235.8889970, -10.1846316
-235.8176586, -10.1576126
-235.6786400, -10.1612152
-235.5798636, -10.1774267
